intact,ɪ n t æ k t,14
intent,ɪ n t ɛ n t,14
interstate,ɪ n t ɝ s t eɪ t,14
invitations,ɪ n v ɪ t eɪ ʃ ə n z,14
irrelevant,ɪ ɹ ɛ l ə v ə n t,14
jessica,dʒ ɛ s ɪ k ə,14
joan,dʒ oʊ n,14
kent,k ɛ n t,14
kentucky,k ə n t ʌ k i,14
le,l ə,14
leap,l i p,14
lend,l ɛ n d,14
lever,l ɛ v ɝ,14
lightning,l aɪ t n ɪ ŋ,14
manpower,m æ n p aʊ ɝ,14
marty,m ɑ ɹ t i,14
merits,m ɛ ɹ ə t s,14
mild,m aɪ l d,14
minerals,m ɪ n ɝ ə l z,14
mist,m ɪ s t,14
momentum,m oʊ m ɛ n t ə m,14
monopoly,m ə n ɑ p ə l i,14
nails,n eɪ l z,14
nassau,n æ s ɔ,14
nearer,n ɪ ɹ ɝ,14
neighbor,n eɪ b ɝ,14
neon,n i ɑ n,14
odds,ɑ d z,14
odor,oʊ d ɝ,14
oldest,oʊ l d ə s t,14
ordinarily,ɔ ɹ d ə n ɛ ɹ ə l i,14
organize,ɔ ɹ ɡ ə n aɪ z,14
organs,ɔ ɹ ɡ ə n z,14
painfully,p eɪ n f ə l i,14
pairs,p ɛ ɹ z,14
paragraphs,p æ ɹ ə ɡ ɹ æ f s,14
passenger,p æ s ə n dʒ ɝ,14
pasture,p æ s tʃ ɝ,14
paths,p æ ð z,14
penalty,p ɛ n ə l t i,14
pending,p ɛ n d ɪ ŋ,14
penetrating,p ɛ n ə t ɹ eɪ t ɪ ŋ,14
pianist,p i æ n ə s t,14
picasso,p ɪ k ɑ s oʊ,14
picking,p ɪ k ɪ ŋ,14
pickup,p ɪ k ʌ p,14
pie,p aɪ,14
pine,p aɪ n,14
pit,p ɪ t,14
pity,p ɪ t i,14
plains,p l eɪ n z,14
polished,p ɑ l ɪ ʃ t,14
preferably,p ɹ ɛ f ɝ ə b l i,14
prescribed,p ɹ i s k ɹ aɪ b d,14
presidents,p ɹ ɛ z ə d ɛ n t s,14
proclamation,p ɹ ɑ k l ə m eɪ ʃ ə n,14
producers,p ɹ ə d u s ɝ z,14
profitable,p ɹ ɑ f ə t ə b ə l,14
projected,p ɹ ə dʒ ɛ k t ə d,14
prone,p ɹ oʊ n,14
proportional,p ɹ ə p ɔ ɹ ʃ ə n ə l,14
prose,p ɹ oʊ z,14
prosperity,p ɹ ɑ s p ɛ ɹ ə t i,14
protective,p ɹ ə t ɛ k t ɪ v,14
proteins,p ɹ oʊ t i n z,14
protestants,p ɹ ɑ t ə s t ə n t s,14
psychology,s aɪ k ɑ l ə dʒ i,14
publishing,p ʌ b l ɪ ʃ ɪ ŋ,14
purse,p ɝ s,14
pursued,p ɝ s u d,14
python,p aɪ θ ɑ n,14
reforms,ɹ ə f ɔ ɹ m z,14
regulation,ɹ ɛ ɡ j ə l eɪ ʃ ə n,14
relaxed,ɹ ɪ l æ k s t,14
requests,ɹ ɪ k w ɛ s t s,14
resonance,ɹ ɛ z ə n ə n s,14
restored,ɹ ɪ s t ɔ ɹ d,14
retreat,ɹ i t ɹ i t,14
revelation,ɹ ɛ v ə l eɪ ʃ ə n,14
revolver,ɹ ɪ v ɑ l v ɝ,14
ripe,ɹ aɪ p,14
ruin,ɹ u ə n,14
rupees,ɹ u p i z,14
scenery,s i n ɝ i,14
screwed,s k ɹ u d,14
scrutiny,s k ɹ u t ə n i,14
seeming,s i m ɪ ŋ,14
sensation,s ɛ n s eɪ ʃ ə n,14
sensible,s ɛ n s ə b ə l,14
shallow,ʃ æ l oʊ,14
shells,ʃ ɛ l z,14
shoe,ʃ u,14
singular,s ɪ ŋ ɡ j ə l ɝ,14
solitary,s ɑ l ə t ɛ ɹ i,14
speakers,s p i k ɝ z,14
spectrum,s p ɛ k t ɹ ə m,14
speeds,s p i d z,14
stare,s t ɛ ɹ,14
stopping,s t ɑ p ɪ ŋ,14
strips,s t ɹ ɪ p s,14
structured,s t ɹ ʌ k tʃ ɝ d,14
sunset,s ʌ n s ɛ t,14
superb,s ʊ p ɝ b,14
superiority,s u p ɪ ɹ i ɔ ɹ ɪ t i,14
survived,s ɝ v aɪ v d,14
surviving,s ɝ v aɪ v ɪ ŋ,14
sustain,s ə s t eɪ n,14
sweater,s w ɛ t ɝ,14
swiss,s w ɪ s,14
swore,s w ɔ ɹ,14
symptoms,s ɪ m p t ə m z,14
territorial,t ɛ ɹ ɪ t ɔ ɹ i ə l,14
theodore,θ i ə d ɔ ɹ,14
thou,ð aʊ,14
thoughtfully,θ ɔ t f ə l i,14
threats,θ ɹ ɛ t s,14
thunder,θ ʌ n d ɝ,14
tickets,t ɪ k ə t s,14
touches,t ʌ tʃ ə z,14
treasurer,t ɹ ɛ ʒ ɝ ɝ,14
treats,t ɹ i t s,14
ultraviolet,ʌ l t ɹ ə v aɪ ə l ɪ t,14
uncomfortable,ə n k ʌ m f ɝ t ə b ə l,14
uniforms,j u n ə f ɔ ɹ m z,14
upright,ə p ɹ aɪ t,14
upset,ə p s ɛ t,14
usage,j u s ə dʒ,14
valued,v æ l j u d,14
vigor,v ɪ ɡ ɝ,14
vocal,v oʊ k ə l,14
vulnerable,v ʌ l n ɝ ə b ə l,14
wax,w æ k s,14
weep,w i p,14
welch,w ɛ l tʃ,14
width,w ɪ d θ,14
woke,w oʊ k,14
wrapped,ɹ æ p t,14
yalta,j ɔ l t ə,14
yarn,j ɑ ɹ n,14
abilities,ə b ɪ l ə t i z,13
absorb,ə b z ɔ ɹ b,13
abundance,ə b ʌ n d ə n s,13
accelerated,æ k s ɛ l ɝ eɪ t ɪ d,13
acid,æ s ə d,13
acute,ə k j u t,13
adapted,ə d æ p t ə d,13
adjoining,ə dʒ ɔɪ n ɪ ŋ,13
adopt,ə d ɑ p t,13
afternoons,æ f t ɝ n u n z,13
alcohol,æ l k ə h ɑ l,13
aloud,ə l aʊ d,13
analogy,ə n æ l ə dʒ i,13
analyses,ə n æ l ə s i z,13
anderson,æ n d ɝ s ə n,13
antenna,æ n t ɛ n ə,13
appealed,ə p i l d,13
arch,ɑ ɹ tʃ,13
arlen,ɑ ɹ l ə n,13
assets,æ s ɛ t s,13
autistic,ɔ t ɪ s t ɪ k,13
averaged,æ v ɹ ə dʒ d,13
barbecue,b ɑ ɹ b ɪ k j u,13
beams,b i m z,13
beating,b i t ɪ ŋ,13
begged,b ɛ ɡ d,13
behave,b ɪ h eɪ v,13
behaved,b ɪ h eɪ v d,13
belonging,b ɪ l ɔ ŋ ɪ ŋ,13
biography,b aɪ ɑ ɡ ɹ ə f i,13
birmingham,b ɝ m ɪ ŋ h æ m,13
blade,b l eɪ d,13
blessed,b l ɛ s t,13
boot,b u t,13
breakdown,b ɹ eɪ k d aʊ n,13
brutality,b ɹ u t æ l ə t i,13
buddy,b ʌ d i,13
bursting,b ɝ s t ɪ ŋ,13
buzz,b ʌ z,13
cake,k eɪ k,13
carpet,k ɑ ɹ p ə t,13
casework,k eɪ s w ɝ k,13
casually,k æ ʒ ə w ə l i,13
champagne,ʃ æ m p eɪ n,13
charlotte,ʃ ɑ ɹ l ə t,13
cheeks,tʃ i k s,13
chewing,tʃ u ɪ ŋ,13
chickens,tʃ ɪ k ə n z,13
clarify,k l ɛ ɹ ə f aɪ,13
cluster,k l ʌ s t ɝ,13
collapsed,k ə l æ p s t,13
collecting,k ə l ɛ k t ɪ ŋ,13
colorado,k ɑ l ɝ ɑ d oʊ,13
commitment,k ə m ɪ t m ə n t,13
communicate,k ə m j u n ə k eɪ t,13
compass,k ʌ m p ə s,13
completing,k ə m p l i t ɪ ŋ,13
composers,k ə m p oʊ z ɝ z,13
computer,k ə m p j u t ɝ,13
conditioner,k ə n d ɪ ʃ ə n ɝ,13
conducting,k ə n d ʌ k t ɪ ŋ,13
cone,k oʊ n,13
conservation,k ɑ n s ɝ v eɪ ʃ ə n,13
consulting,k ə n s ʌ l t ɪ ŋ,13
consumed,k ə n s u m d,13
contradiction,k ɑ n t ɹ ə d ɪ k ʃ ə n,13
convey,k ə n v eɪ,13
copernicus,k ə p ɝ n ə k ə s,13
copper,k ɑ p ɝ,13
correctly,k ɝ ɛ k t l i,13
couples,k ʌ p ə l z,13
creates,k ɹ i eɪ t s,13
cruelty,k ɹ u l t i,13
cumulative,k j u m j ə l ə t ɪ v,13
curb,k ɝ b,13
curled,k ɝ l d,13
curtain,k ɝ t ə n,13
debt,d ɛ t,13
deepest,d i p ə s t,13
deer,d ɪ ɹ,13
defects,d i f ɛ k t s,13
defending,d ɪ f ɛ n d ɪ ŋ,13
democrat,d ɛ m ə k ɹ æ t,13
depot,d i p oʊ,13
depreciation,d ɪ p ɹ i ʃ i eɪ ʃ ə n,13
deputies,d ɛ p j ə t i z,13
derive,d ɝ aɪ v,13
detection,d ɪ t ɛ k ʃ ə n,13
diagnosis,d aɪ ə ɡ n oʊ s ə s,13
dictatorship,d ɪ k t eɪ t ɝ ʃ ɪ p,13
differed,d ɪ f ɝ d,13
disposition,d ɪ s p ə z ɪ ʃ ə n,13
diverse,d aɪ v ɝ s,13
diversity,d ɪ v ɝ s ə t i,13
document,d ɑ k j ə m ɛ n t,13
doses,d oʊ s ə z,13
dot,d ɑ t,13
doubtless,d aʊ t l ə s,13
dough,d oʊ,13
drainage,d ɹ eɪ n ə dʒ,13
dumb,d ʌ m,13
dwelling,d w ɛ l ɪ ŋ,13
eagerly,i ɡ ɝ l i,13
earnestly,ɝ n ə s t l i,13
ed,ɛ d,13
ego,i ɡ oʊ,13
elderly,ɛ l d ɝ l i,13
electoral,ɪ l ɛ k t ɝ ə l,13
elite,ɪ l i t,13
embrace,ɛ m b ɹ eɪ s,13
emotionally,ɪ m oʊ ʃ n ə l i,13
enabling,ɛ n eɪ b ə l ɪ ŋ,13
enters,ɛ n t ɝ z,13
equilibrium,i k w ə l ɪ b ɹ i ə m,13
erect,ɪ ɹ ɛ k t,13
ethnic,ɛ θ n ɪ k,13
evaluate,ɪ v æ l j u eɪ t,13
exaggerated,ɪ ɡ z æ dʒ ɝ eɪ t ə d,13
exerted,ɪ ɡ z ɝ t ɪ d,13
expand,ɪ k s p æ n d,13
experimentation,ɪ k s p ɛ ɹ ə m ə n t eɪ ʃ ə n,13
explaining,ɪ k s p l eɪ n ɪ ŋ,13
familiarity,f ə m ɪ l j ɛ ɹ ə t i,13
fearful,f ɪ ɹ f ə l,13
fiat,f aɪ æ t,13
fictional,f ɪ k ʃ ə n ə l,13
files,f aɪ l z,13
fits,f ɪ t s,13
fond,f ɑ n d,13
forcing,f ɔ ɹ s ɪ ŋ,13
foreigners,f ɔ ɹ ə n ɝ z,13
frankly,f ɹ æ ŋ k l i,13
frieze,f ɹ i z,13
fur,f ɝ,13
fusion,f j u ʒ ə n,13
garibaldi,ɡ æ ɹ ə b ɔ l d i,13
gentile,dʒ ɛ n t aɪ l,13
gifted,ɡ ɪ f t ə d,13
globe,ɡ l oʊ b,13
gospel,ɡ ɑ s p ə l,13
gossip,ɡ ɑ s ə p,13
graduated,ɡ ɹ æ dʒ u eɪ t ɪ d,13
grandma,ɡ ɹ æ m ɑ,13
greene,ɡ ɹ i n,13
grin,ɡ ɹ ɪ n,13
guaranteed,ɡ ɛ ɹ ə n t i d,13
handful,h æ n d f ʊ l,13
handicapped,h æ n d i k æ p t,13
handy,h æ n d i,13
hart,h ɑ ɹ t,13
helen,h ɛ l ə n,13
hino,h i n oʊ,13
hormone,h ɔ ɹ m oʊ n,13
hull,h ʌ l,13
hut,h ʌ t,13
hymen,h aɪ m ə n,13
ideology,aɪ d i ɑ l ə dʒ i,13
idle,aɪ d ə l,13
illustrations,ɪ l ə s t ɹ eɪ ʃ ə n z,13
imaginative,ɪ m æ dʒ ə n ə t ɪ v,13
imperial,ɪ m p ɪ ɹ i ə l,13
implicit,ɪ m p l ɪ s ə t,13
imply,ɪ m p l aɪ,13
incest,ɪ n s ɛ s t,13
incomplete,ɪ n k ə m p l i t,13
incorporated,ɪ n k ɔ ɹ p ɝ eɪ t ə d,13
indiana,ɪ n d i æ n ə,13
induced,ɪ n d u s t,13
inhabitants,ɪ n h æ b ə t ə n t s,13
inquirer,ɪ n k w aɪ ɹ ɝ,13
insane,ɪ n s eɪ n,13
insert,ɪ n s ɝ t,13
inspector,ɪ n s p ɛ k t ɝ,13
integral,ɪ n t ə ɡ ɹ ə l,13
invariant,ɪ n v ɛ ɹ i ə n t,13
invented,ɪ n v ɛ n t ə d,13
inventories,ɪ n v ə n t ɔ ɹ i z,13
investigators,ɪ n v ɛ s t ə ɡ eɪ t ɝ z,13
involvement,ɪ n v ɑ l v m ə n t,13
ireland,aɪ ɝ l ə n d,13
ironic,aɪ ɹ ɑ n ɪ k,13
journalism,dʒ ɝ n ə l ɪ z ə m,13
lafayette,l ɑ f i ɛ t,13
lantern,l æ n t ɝ n,13
lasting,l æ s t ɪ ŋ,13
lester,l ɛ s t ɝ,13
leveled,l ɛ v ə l d,13
lime,l aɪ m,13
linguist,l ɪ ŋ ɡ w ɪ s t,13
litigation,l ɪ t ə ɡ eɪ ʃ ə n,13
lou,l u,13
lowest,l oʊ ə s t,13
lucille,l u s i l,13
manifold,m æ n ə f oʊ l d,13
map,m æ p,13
maps,m æ p s,13
matches,m æ tʃ ə z,13
mays,m eɪ z,13
mcclellan,m ə k l ɛ l ə n,13
media,m i d i ə,13
methodist,m ɛ θ ə d ə s t,13
ministry,m ɪ n ə s t ɹ i,13
minnesota,m ɪ n ɪ s oʊ t ə,13
miserable,m ɪ z ɝ ə b ə l,13
mix,m ɪ k s,13
modernization,m ɑ d ɝ n ə z eɪ ʃ ə n,13
modified,m ɑ d ə f aɪ d,13
monitoring,m ɑ n ə t ɝ ɪ ŋ,13
monstrous,m ɑ n s t ɹ ə s,13
moonlight,m u n l aɪ t,13
mutually,m j u tʃ u ə l i,13
mythological,m ɪ θ ə l ɑ dʒ ɪ k ə l,13
nam,n æ m,13
nazi,n ɑ t s i,13
necessities,n ə s ɛ s ɪ t i z,13
nighttime,n aɪ t t aɪ m,13
nonsense,n ɑ n s ɛ n s,13
nuclei,n u k l i aɪ,13
null,n ʌ l,13
nursery,n ɝ s ɝ i,13
objected,ə b dʒ ɛ k t ə d,13
objections,ə b dʒ ɛ k ʃ ə n z,13
observing,ə b z ɝ v ɪ ŋ,13
oklahoma,oʊ k l ə h oʊ m ə,13
omitted,oʊ m ɪ t ə d,13
opponents,ə p oʊ n ə n t s,13
opposing,ə p oʊ z ɪ ŋ,13
ordering,ɔ ɹ d ɝ ɪ ŋ,13
outset,aʊ t s ɛ t,13
owns,oʊ n z,13
packard,p æ k ɝ d,13
painters,p eɪ n t ɝ z,13
pansies,p æ n z i z,13
par,p ɑ ɹ,13
paramagnetic,p æ ɹ ə m æ ɡ n ɛ t ɪ k,13
participated,p ɑ ɹ t ɪ s ə p eɪ t ə d,13
patch,p æ tʃ,13
pension,p ɛ n ʃ ə n,13
pentagon,p ɛ n t ɪ ɡ ɑ n,13
pepper,p ɛ p ɝ,13
perceive,p ɝ s i v,13
performers,p ɝ f ɔ ɹ m ɝ z,13
permanently,p ɝ m ə n ə n t l i,13
phosphor,f ɑ s f ɔ ɹ,13
pint,p aɪ n t,13
planners,p l æ n ɝ z,13
plasma,p l æ z m ə,13
politician,p ɑ l ə t ɪ ʃ ə n,13
portable,p ɔ ɹ t ə b ə l,13
posture,p ɑ s tʃ ɝ,13
praised,p ɹ eɪ z d,13
prayers,p ɹ ɛ ɹ z,13
privately,p ɹ aɪ v ə t l i,13
proclaim,p ɹ oʊ k l eɪ m,13
programing,p ɹ oʊ ɡ ɹ æ m ɪ ŋ,13
progressed,p ɹ ə ɡ ɹ ɛ s t,13
prohibition,p ɹ oʊ ə b ɪ ʃ ə n,13
promoting,p ɹ ə m oʊ t ɪ ŋ,13
propose,p ɹ ə p oʊ z,13
protested,p ɹ ə t ɛ s t ə d,13
purple,p ɝ p ə l,13
rabbi,ɹ æ b aɪ,13
radically,ɹ æ d ɪ k l i,13
rebellion,ɹ ɪ b ɛ l j ə n,13
receiver,ɹ ə s i v ɝ,13
refrigeration,ɹ ɪ f ɹ ɪ dʒ ɝ eɪ ʃ ə n,13
relieve,ɹ ɪ l i v,13
rely,ɹ ɪ l aɪ,13
remedy,ɹ ɛ m ə d i,13
remembers,ɹ ɪ m ɛ m b ɝ z,13
repetition,ɹ ɛ p ə t ɪ ʃ ə n,13
resemblance,ɹ ɪ z ɛ m b l ə n s,13
resident,ɹ ɛ z ɪ d ə n t,13
resolve,ɹ i z ɑ l v,13
restless,ɹ ɛ s t l ə s,13
restrained,ɹ i s t ɹ eɪ n d,13
reviewed,ɹ i v j u d,13
roar,ɹ ɔ ɹ,13
rockets,ɹ ɑ k ə t s,13
rocking,ɹ ɑ k ɪ ŋ,13
romance,ɹ oʊ m æ n s,13
rounds,ɹ aʊ n d z,13
rug,ɹ ʌ ɡ,13
safely,s eɪ f l i,13
sally,s æ l i,13
satisfying,s æ t ɪ s f aɪ ɪ ŋ,13
scotland,s k ɑ t l ə n d,13
scream,s k ɹ i m,13
sealed,s i l d,13
sector,s ɛ k t ɝ,13
sells,s ɛ l z,13
sentences,s ɛ n t ə n s ə z,13
separately,s ɛ p ɝ ə t l i,13
shades,ʃ eɪ d z,13
shattered,ʃ æ t ɝ d,13
shy,ʃ aɪ,13
sincerity,s ɪ n s ɛ ɹ ə t i,13
singers,s ɪ ŋ ɝ z,13
sinister,s ɪ n ɪ s t ɝ,13
sisters,s ɪ s t ɝ z,13
skeletal,s k ɛ l ə t ə l,13
slice,s l aɪ s,13
slightest,s l aɪ t ə s t,13
smallest,s m ɔ l ə s t,13
solidarity,s ɑ l ə d ɛ ɹ ə t i,13
solids,s ɑ l ə d z,13
sox,s ɑ k s,13
specimens,s p ɛ s ə m ə n z,13
spectators,s p ɛ k t eɪ t ɝ z,13
spokesman,s p oʊ k s m ə n,13
spokesmen,s p oʊ k s m ɪ n,13
sprang,s p ɹ æ ŋ,13
spur,s p ɝ,13
squares,s k w ɛ ɹ z,13
stability,s t ə b ɪ l ɪ t i,13
standpoint,s t æ n d p ɔɪ n t,13
statewide,s t eɪ t w aɪ d,13
static,s t æ t ɪ k,13
statute,s t æ tʃ u t,13
statutory,s t æ tʃ ə t ɔ ɹ i,13
steep,s t i p,13
stimulation,s t ɪ m j ə l eɪ ʃ ə n,13
streetcar,s t ɹ i t k ɑ ɹ,13
subsection,s ʌ b s ɛ k ʃ ə n,13
suburb,s ʌ b ɝ b,13
suggesting,s ə ɡ dʒ ɛ s t ɪ ŋ,13
sunny,s ʌ n i,13
supplying,s ə p l aɪ ɪ ŋ,13
survivors,s ɝ v aɪ v ɝ z,13
suspicious,s ə s p ɪ ʃ ə s,13
sweeping,s w i p ɪ ŋ,13
taxed,t æ k s t,13
tempted,t ɛ m p t ə d,13
thayer,θ eɪ ɝ,13
therapeutic,θ ɛ ɹ ə p j u t ɪ k,13
tips,t ɪ p s,13
tissues,t ɪ s j u z,13
toilet,t ɔɪ l ə t,13
ton,t ʌ n,13
tory,t ɔ ɹ i,13
tower,t aʊ ɝ,13
transparent,t ɹ æ n s p ɛ ɹ ə n t,13
tribune,t ɹ ɪ b j u n,13
tries,t ɹ aɪ z,13
truman,t ɹ u m ə n,13
tub,t ʌ b,13
tumbled,t ʌ m b ə l d,13
un,ʌ n,13
unaware,ʌ n ə w ɛ ɹ,13
understandable,ʌ n d ɝ s t æ n d ə b ə l,13
undertake,ʌ n d ɝ t eɪ k,13
undue,ə n d u,13
unfair,ə n f ɛ ɹ,13
unlimited,ə n l ɪ m ə t ə d,13
utter,ʌ t ɝ,13
vigorously,v ɪ ɡ ɝ ə s l i,13
virus,v aɪ ɹ ə s,13
visitor,v ɪ z ə t ɝ,13
vocabulary,v oʊ k æ b j ə l ɛ ɹ i,13
walks,w ɔ k s,13
waving,w eɪ v ɪ ŋ,13
whoever,h u ɛ v ɝ,13
wires,w aɪ ɝ z,13
witnessed,w ɪ t n ə s t,13
yale,j eɪ l,13
youngest,j ʌ ŋ ɡ ə s t,13
absorption,ə b z ɔ ɹ p ʃ ə n,12
accounting,ə k aʊ n t ɪ ŋ,12
acknowledge,æ k n ɑ l ɪ dʒ,12
acknowledged,æ k n ɑ l ɪ dʒ d,12
acquainted,ə k w eɪ n t ɪ d,12
actively,æ k t ɪ v l i,12
ad,æ d,12
adjacent,ə dʒ eɪ s ə n t,12
adolescent,æ d ə l ɛ s ə n t,12
advisers,æ d v aɪ z ɝ z,12
affirm,ə f ɝ m,12
andrew,æ n d ɹ u,12
andrus,æ n d ɹ ə s,12
antibody,æ n t ɪ b ɑ d i,12
antigen,æ n t ə dʒ ə n,12
antique,æ n t i k,12
ardent,ɑ ɹ d ə n t,12
aspirations,æ s p ɝ eɪ ʃ ə n z,12
atlas,æ t l ə s,12
attendance,ə t ɛ n d ə n s,12
attendant,ə t ɛ n d ə n t,12
attributes,æ t ɹ ə b j u t s,12
babies,b eɪ b i z,12
bake,b eɪ k,12
ballot,b æ l ə t,12
baptized,b æ p t aɪ z d,12
bastard,b æ s t ɝ d,12
beds,b ɛ d z,12
beethoven,b eɪ t oʊ v ə n,12
benjamin,b ɛ n dʒ ə m ə n,12
bits,b ɪ t s,12
blades,b l eɪ d z,12
blew,b l u,12
blindness,b l aɪ n d n ə s,12
blocked,b l ɑ k t,12
bloom,b l u m,12
boil,b ɔɪ l,12
borders,b ɔ ɹ d ɝ z,12
breaks,b ɹ eɪ k s,12
bryan,b ɹ aɪ ə n,12
bubble,b ʌ b ə l,12
butt,b ʌ t,12
cab,k æ b,12
calculation,k æ l k j ə l eɪ ʃ ə n,12
cane,k eɪ n,12
canyon,k æ n j ə n,12
cappy,k æ p i,12
carryover,k ɛ ɹ j oʊ v ɝ,12
cavity,k æ v ə t i,12
ceased,s i s t,12
challenging,tʃ æ l ə n dʒ ɪ ŋ,12
choices,tʃ ɔɪ s ə z,12
chris,k ɹ ɪ s,12
churchill,tʃ ɝ tʃ ɪ l,12
cigarettes,s ɪ ɡ ɝ ɛ t s,12
clergy,k l ɝ dʒ i,12
climb,k l aɪ m,12
coatings,k oʊ t ɪ ŋ z,12
coincide,k oʊ ɪ n s aɪ d,12
collaboration,k ə l æ b ɝ eɪ ʃ ə n,12
combustion,k ə m b ʌ s tʃ ə n,12
comfortably,k ʌ m f ɝ t ə b l i,12
compact,k ɑ m p æ k t,12
compounded,k ə m p aʊ n d ə d,12
congolese,k ɑ n ɡ ə l i z,12
consciously,k ɑ n ʃ ə s l i,12
construct,k ə n s t ɹ ʌ k t,12
consultant,k ə n s ʌ l t ə n t,12
contended,k ə n t ɛ n d ɪ d,12
contraction,k ə n t ɹ æ k ʃ ə n,12
controversial,k ɑ n t ɹ ə v ɝ ʃ ə l,12
convert,k ɑ n v ɝ t,12
cooler,k u l ɝ,12
cooper,k u p ɝ,12
correspondent,k ɔ ɹ ə s p ɑ n d ə n t,12
couch,k aʊ tʃ,12
counting,k aʊ n t ɪ ŋ,12
crashed,k ɹ æ ʃ t,12
credited,k ɹ ɛ d ə t ə d,12
crest,k ɹ ɛ s t,12
crossroads,k ɹ ɔ s ɹ oʊ d z,12
crowds,k ɹ aʊ d z,12
cultures,k ʌ l tʃ ɝ z,12
currency,k ɝ ə n s i,12
daring,d ɛ ɹ ɪ ŋ,12
deaf,d ɛ f,12
debts,d ɛ t s,12
decides,d ɪ s aɪ d z,12
deciding,d ə s aɪ d ɪ ŋ,12
deduct,d ɪ d ʌ k t,12
deduction,d ɪ d ʌ k ʃ ə n,12
defenses,d ɪ f ɛ n s ə z,12
deficit,d ɛ f ə s ə t,12
delphine,d ɛ l f i n i,12
demographic,d ɛ m ə ɡ ɹ æ f ɪ k,12
dental,d ɛ n t ə l,12
dentist,d ɛ n t ə s t,12
dependence,d ɪ p ɛ n d ə n s,12
deserve,d ɪ z ɝ v,12
deserved,d ɪ z ɝ v d,12
detached,d ɪ t æ tʃ t,12
detected,d ɪ t ɛ k t ə d,12
dialogue,d aɪ ə l ɔ ɡ,12
dialysis,d aɪ æ l ə s ə s,12
dies,d aɪ z,12
dill,d ɪ l,12
dimly,d ɪ m l i,12
discount,d ɪ s k aʊ n t,12
distinctly,d ɪ s t ɪ ŋ k t l i,12
dolls,d ɑ l z,12
downstairs,d aʊ n s t ɛ ɹ z,12
durable,d ʊ ɹ ə b ə l,12
dwight,d w aɪ t,12
earl,ɝ l,12
eaten,i t ə n,12
effected,ɪ f ɛ k t ə d,12
egg,ɛ ɡ,12
elevator,ɛ l ə v eɪ t ɝ,12
employ,ɛ m p l ɔɪ,12
enabled,ɛ n eɪ b ə l d,12
enacted,ɛ n æ k t ə d,12
entertaining,ɛ n t ɝ t eɪ n ɪ ŋ,12
episode,ɛ p ə s oʊ d,12
equality,ɪ k w ɑ l ə t i,12
essex,ɛ s ɪ k s,12
everyday,ɛ v ɹ i d eɪ,12
evidenced,ɛ v ɪ d ə n s t,12
expended,ɪ k s p ɛ n d ɪ d,12
explore,ɪ k s p l ɔ ɹ,12
extends,ɪ k s t ɛ n d z,12
faithful,f eɪ θ f ə l,12
fashionable,f æ ʃ ə n ə b ə l,12
favorites,f eɪ v ɝ ɪ t s,12
feeds,f i d z,12
fifties,f ɪ f t i z,12
flies,f l aɪ z,12
floating,f l oʊ t ɪ ŋ,12
floors,f l ɔ ɹ z,12
focused,f oʊ k ə s t,12
foliage,f oʊ l ɪ dʒ,12
foremost,f ɔ ɹ m oʊ s t,12
formulaic,f ɔ ɹ m j ə l eɪ ɪ k,12
fox,f ɑ k s,12
freed,f ɹ i d,12
frowning,f ɹ aʊ n ɪ ŋ,12
fulfillment,f ʊ l f ɪ l m ə n t,12
functioning,f ʌ ŋ k ʃ ə n ɪ ŋ,12
furiously,f j ʊ ɹ i ə s l i,12
gabriel,ɡ eɪ b ɹ i ə l,12
garry,ɡ æ ɹ i,12
gasoline,ɡ æ s ə l i n,12
gauge,ɡ eɪ dʒ,12
gaze,ɡ eɪ z,12
grandfather,ɡ ɹ æ n d f ɑ ð ɝ,12
grey,ɡ ɹ eɪ,12
grill,ɡ ɹ ɪ l,12
gripped,ɡ ɹ ɪ p t,12
guam,ɡ w ɑ m,12
guerrilla,ɡ ɝ ɪ l ə,12
hairs,h ɛ ɹ z,12
halted,h ɔ l t ə d,12
hardened,h ɑ ɹ d ə n d,12
harsh,h ɑ ɹ ʃ,12
harvest,h ɑ ɹ v ə s t,12
hazard,h æ z ɝ d,12
herbert,h ɝ b ɝ t,12
hetman,h ɛ t m ə n,12
holidays,h ɑ l ə d eɪ z,12
hollow,h ɑ l oʊ,12
honestly,ɑ n ə s t l i,12
honorable,ɑ n ɝ ə b ə l,12
hopeful,h oʊ p f ə l,12
housed,h aʊ z d,12
howe,h aʊ,12
icy,aɪ s i,12
ignorant,ɪ ɡ n ɝ ə n t,12
impulses,ɪ m p ə l s ɪ z,12
incentive,ɪ n s ɛ n t ɪ v,12
independently,ɪ n d ɪ p ɛ n d ə n t l i,12
indictment,ɪ n d aɪ t m ə n t,12
individualism,ɪ n d ɪ v ɪ d u ə l ɪ z ə m,12
infrared,ɪ n f ɹ ɝ ɛ d,12
initiated,ɪ n ɪ ʃ i eɪ t ə d,12
inning,ɪ n ɪ ŋ,12
insoluble,ɪ n s ɑ l j ə b ə l,12
inspect,ɪ n s p ɛ k t,12
installation,ɪ n s t ə l eɪ ʃ ə n,12
instituted,ɪ n s t ə t u t ə d,12
intellectuals,ɪ n t ə l ɛ k tʃ u ə l z,12
interpretations,ɪ n t ɝ p ɹ ɪ t eɪ ʃ ə n z,12
intersections,ɪ n t ɝ s ɛ k ʃ ə n z,12
interviewed,ɪ n t ɝ v j u d,12
irony,aɪ ɹ ə n i,12
